,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Date_No
29562,573,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29563,574,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29564,575,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29565,576,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29566,577,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29567,578,7,05-07-2015,567,Open,No,No Holiday,No,2015.59703196
29568,579,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29569,580,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29570,581,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29571,582,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29572,583,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29573,584,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29574,585,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29575,586,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29576,587,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29577,588,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29578,589,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29579,590,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29580,591,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29581,592,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29582,593,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29583,594,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29584,595,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29585,596,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29586,597,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29587,598,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29588,599,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29589,600,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29590,601,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29591,602,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29592,603,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29593,604,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29594,605,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29595,606,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29596,607,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29597,608,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29598,609,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29599,610,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29600,611,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29601,612,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29602,613,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29603,614,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29604,615,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29605,616,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29606,617,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29607,618,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29608,619,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29609,620,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29610,621,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29611,622,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29612,623,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29613,624,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29614,625,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29615,626,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29616,627,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29617,628,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29618,629,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29619,630,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29620,631,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29621,632,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29622,633,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29623,634,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29624,635,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29625,636,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29626,637,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29627,638,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29628,639,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29629,640,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29630,641,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29631,642,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29632,643,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29633,644,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29634,645,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29635,646,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29636,647,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29637,648,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29638,649,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29639,650,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29640,651,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29641,652,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29642,653,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29643,654,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29644,655,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29645,656,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29646,657,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29647,658,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29648,659,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29649,660,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29650,661,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29651,662,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29652,663,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29653,664,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29654,665,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29655,666,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29656,667,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29657,668,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29658,669,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29659,670,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29660,671,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29661,672,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29662,673,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29663,674,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29664,675,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29665,676,7,05-07-2015,2519,Open,No,No Holiday,No,2015.59703196
29666,677,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29667,678,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29668,679,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29669,680,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29670,681,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29671,682,7,05-07-2015,1385,Open,No,No Holiday,No,2015.59703196
29672,683,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29673,684,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29674,685,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29675,686,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29676,687,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29677,688,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29678,689,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29679,690,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29680,691,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29681,692,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29682,693,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29683,694,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29684,695,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29685,696,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29686,697,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29687,698,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29688,699,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29689,700,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29690,701,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29691,702,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29692,703,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29693,704,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29694,705,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29695,706,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29696,707,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29697,708,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29698,709,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29699,710,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29700,711,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29701,712,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29702,713,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29703,714,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29704,715,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29705,716,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29706,717,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29707,718,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29708,719,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29709,720,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29710,721,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29711,722,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29712,723,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29713,724,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29714,725,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29715,726,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29716,727,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29717,728,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29718,729,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29719,730,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29720,731,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29721,732,7,05-07-2015,399,Open,No,No Holiday,No,2015.59703196
29722,733,7,05-07-2015,3434,Open,No,No Holiday,No,2015.59703196
29723,734,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29724,735,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29725,736,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29726,737,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29727,738,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29728,739,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29729,740,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29730,741,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29731,742,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29732,743,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29733,744,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29734,745,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29735,746,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29736,747,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29737,748,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29738,749,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29739,750,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29740,751,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29741,752,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29742,753,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29743,754,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29744,755,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29745,756,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29746,757,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29747,758,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29748,759,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29749,760,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29750,761,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29751,762,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29752,763,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29753,764,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29754,765,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29755,766,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29756,767,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29757,768,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29758,769,7,05-07-2015,2768,Open,No,No Holiday,No,2015.59703196
29759,770,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29760,771,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29761,772,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29762,773,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29763,774,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29764,775,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29765,776,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29766,777,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29767,778,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29768,779,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29769,780,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29770,781,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29771,782,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29772,783,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29773,784,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29774,785,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29775,786,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29776,787,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29777,788,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29778,789,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29779,790,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29780,791,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29781,792,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29782,793,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29783,794,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29784,795,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29785,796,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29786,797,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29787,798,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29788,799,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29789,800,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29790,801,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29791,802,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29792,803,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29793,804,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29794,805,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29795,806,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29796,807,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29797,808,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29798,809,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29799,810,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29800,811,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29801,812,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29802,813,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29803,814,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29804,815,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29805,816,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29806,817,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29807,818,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29808,819,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29809,820,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29810,821,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29811,822,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29812,823,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29813,824,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29814,825,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29815,826,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29816,827,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29817,828,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29818,829,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29819,830,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29820,831,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29821,832,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29822,833,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29823,834,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29824,835,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29825,836,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29826,837,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29827,838,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29828,839,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29829,840,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29830,841,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29831,842,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29832,843,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29833,844,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29834,845,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29835,846,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29836,847,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29837,848,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29838,849,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29839,850,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29840,851,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29841,852,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29842,853,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29843,854,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29844,855,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29845,856,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29846,857,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29847,858,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29848,859,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29849,860,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29850,861,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29851,862,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29852,863,7,05-07-2015,331,Open,No,No Holiday,No,2015.59703196
29853,864,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29854,865,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29855,866,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29856,867,7,05-07-2015,251,Open,No,No Holiday,No,2015.59703196
29857,868,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29858,869,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29859,870,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29860,871,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29861,872,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29862,873,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29863,874,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29864,875,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29865,876,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29866,877,7,05-07-2015,338,Open,No,No Holiday,No,2015.59703196
29867,878,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29868,879,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29869,880,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29870,881,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29871,882,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29872,883,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29873,884,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29874,885,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29875,886,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29876,887,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29877,888,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29878,889,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29879,890,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29880,891,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29881,892,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29882,893,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29883,894,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29884,895,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29885,896,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29886,897,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29887,898,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29888,899,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29889,900,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29890,901,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29891,902,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29892,903,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29893,904,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29894,905,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29895,906,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29896,907,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29897,908,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29898,909,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29899,910,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29900,911,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29901,912,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29902,913,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29903,914,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29904,915,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29905,916,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29906,917,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29907,918,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29908,919,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29909,920,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29910,921,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29911,922,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29912,923,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29913,924,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29914,925,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29915,926,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29916,927,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29917,928,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29918,929,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29919,930,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29920,931,7,05-07-2015,378,Open,No,No Holiday,No,2015.59703196
29921,932,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29922,933,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29923,934,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29924,935,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29925,936,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29926,937,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29927,938,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29928,939,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29929,940,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29930,941,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29931,942,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29932,943,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29933,944,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29934,945,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29935,946,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29936,947,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29937,948,7,05-07-2015,2372,Open,No,No Holiday,No,2015.59703196
29938,949,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29939,950,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29940,951,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29941,952,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29942,953,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29943,954,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29944,955,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29945,956,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29946,957,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29947,958,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
29948,959,7,05-07-2015,0,Close,No,No Holiday,No,2015.59703196
