,Unnamed: 0,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Promo2On,Promo2Date
23245,23245,946,6,11-07-2015,365,Open,No,No Holiday,No,1,2015.26923077
23246,23246,947,6,11-07-2015,1221,Open,No,No Holiday,No,1,2010.25
23247,23247,948,6,11-07-2015,1844,Open,No,No Holiday,No,0,0.0
23248,23248,949,6,11-07-2015,397,Open,No,No Holiday,No,0,0.0
23249,23249,950,6,11-07-2015,389,Open,No,No Holiday,No,0,0.0
23250,23250,951,6,11-07-2015,594,Open,No,No Holiday,No,1,2011.76923077
23251,23251,952,6,11-07-2015,523,Open,No,No Holiday,No,0,0.0
23252,23252,953,6,11-07-2015,239,Open,No,No Holiday,No,0,0.0
23253,23253,954,6,11-07-2015,932,Open,No,No Holiday,No,1,2014.19230769
23254,23254,955,6,11-07-2015,434,Open,No,No Holiday,No,0,0.0
23255,23255,956,6,11-07-2015,227,Open,No,No Holiday,No,0,0.0
23256,23256,957,6,11-07-2015,539,Open,No,No Holiday,No,0,0.0
23257,23257,958,6,11-07-2015,362,Open,No,No Holiday,No,0,0.0
23258,23258,959,6,11-07-2015,451,Open,No,No Holiday,No,0,0.0
23259,23259,960,6,11-07-2015,528,Open,No,No Holiday,No,0,0.0
23260,23260,961,6,11-07-2015,519,Open,No,No Holiday,No,0,0.0
23261,23261,962,6,11-07-2015,623,Open,No,No Holiday,No,0,0.0
23262,23262,963,6,11-07-2015,397,Open,No,No Holiday,No,0,0.0
23263,23263,964,6,11-07-2015,1468,Open,No,No Holiday,No,0,0.0
23264,23264,965,6,11-07-2015,734,Open,No,No Holiday,No,0,0.0
23265,23265,966,6,11-07-2015,367,Open,No,No Holiday,No,0,0.0
23266,23266,967,6,11-07-2015,458,Open,No,No Holiday,No,1,2013.69230769
23267,23267,968,6,11-07-2015,676,Open,No,No Holiday,No,0,0.0
23268,23268,969,6,11-07-2015,571,Open,No,No Holiday,No,1,2013.19230769
23269,23269,970,6,11-07-2015,137,Open,No,No Holiday,No,1,2009.71153846
23270,23270,971,6,11-07-2015,876,Open,No,No Holiday,No,0,0.0
23271,23271,972,6,11-07-2015,164,Open,No,No Holiday,No,0,0.0
23272,23272,973,6,11-07-2015,560,Open,No,No Holiday,No,1,2012.53846154
23273,23273,974,6,11-07-2015,1282,Open,No,No Holiday,No,1,2014.76923077
23274,23274,975,6,11-07-2015,485,Open,No,No Holiday,No,1,2011.26923077
23275,23275,976,6,11-07-2015,478,Open,No,No Holiday,No,0,0.0
23276,23276,977,6,11-07-2015,309,Open,No,No Holiday,No,1,2010.25
23277,23277,978,6,11-07-2015,720,Open,No,No Holiday,No,0,0.0
23278,23278,979,6,11-07-2015,545,Open,No,No Holiday,No,1,2011.26923077
23279,23279,980,6,11-07-2015,340,Open,No,No Holiday,No,0,0.0
23280,23280,981,6,11-07-2015,606,Open,No,No Holiday,No,0,0.0
23281,23281,982,6,11-07-2015,563,Open,No,No Holiday,No,0,0.0
23282,23282,983,6,11-07-2015,1114,Open,No,No Holiday,No,1,2014.01923077
23283,23283,984,6,11-07-2015,702,Open,No,No Holiday,No,1,2013.01923077
23284,23284,985,6,11-07-2015,871,Open,No,No Holiday,No,1,2010.25
23285,23285,986,6,11-07-2015,561,Open,No,No Holiday,No,0,0.0
23286,23286,987,6,11-07-2015,502,Open,No,No Holiday,No,0,0.0
23287,23287,988,6,11-07-2015,702,Open,No,No Holiday,No,0,0.0
23288,23288,989,6,11-07-2015,378,Open,No,No Holiday,No,1,2011.76923077
23289,23289,990,6,11-07-2015,568,Open,No,No Holiday,No,0,0.0
23290,23290,991,6,11-07-2015,529,Open,No,No Holiday,No,0,0.0
23291,23291,992,6,11-07-2015,371,Open,No,No Holiday,No,0,0.0
23292,23292,993,6,11-07-2015,538,Open,No,No Holiday,No,1,2014.19230769
23293,23293,994,6,11-07-2015,260,Open,No,No Holiday,No,1,2012.01923077
23294,23294,995,6,11-07-2015,702,Open,No,No Holiday,No,0,0.0
23295,23295,996,6,11-07-2015,469,Open,No,No Holiday,No,1,2010.25
23296,23296,997,6,11-07-2015,374,Open,No,No Holiday,No,1,2009.71153846
23297,23297,998,6,11-07-2015,537,Open,No,No Holiday,No,0,0.0
23298,23298,999,6,11-07-2015,463,Open,No,No Holiday,No,1,2009.71153846
23299,23299,1000,6,11-07-2015,558,Open,No,No Holiday,No,1,2014.76923077
23300,23300,1001,6,11-07-2015,403,Open,No,No Holiday,No,1,2011.26923077
23301,23301,1002,6,11-07-2015,777,Open,No,No Holiday,No,0,0.0
23302,23302,1003,6,11-07-2015,425,Open,No,No Holiday,No,1,2013.51923077
23303,23303,1004,6,11-07-2015,445,Open,No,No Holiday,No,0,0.0
23304,23304,1005,6,11-07-2015,841,Open,No,No Holiday,No,0,0.0
23305,23305,1006,6,11-07-2015,802,Open,No,No Holiday,No,0,0.0
23306,23306,1007,6,11-07-2015,823,Open,No,No Holiday,No,0,0.0
23307,23307,1008,6,11-07-2015,677,Open,No,No Holiday,No,0,0.0
23308,23308,1009,6,11-07-2015,329,Open,No,No Holiday,No,1,2014.19230769
23309,23309,1010,6,11-07-2015,880,Open,No,No Holiday,No,0,0.0
23310,23310,1011,6,11-07-2015,743,Open,No,No Holiday,No,0,0.0
23311,23311,1012,6,11-07-2015,556,Open,No,No Holiday,No,1,2010.75
23312,23312,1013,6,11-07-2015,215,Open,No,No Holiday,No,0,0.0
23313,23313,1014,6,11-07-2015,523,Open,No,No Holiday,No,1,2013.59615385
23314,23314,1015,6,11-07-2015,438,Open,No,No Holiday,No,0,0.0
23315,23315,1016,6,11-07-2015,363,Open,No,No Holiday,No,0,0.0
23316,23316,1017,6,11-07-2015,666,Open,No,No Holiday,No,0,0.0
23317,23317,1018,6,11-07-2015,1233,Open,No,No Holiday,No,0,0.0
23318,23318,1019,6,11-07-2015,673,Open,No,No Holiday,No,1,2010.25
23319,23319,1020,6,11-07-2015,1054,Open,No,No Holiday,No,0,0.0
23320,23320,1021,6,11-07-2015,1218,Open,No,No Holiday,No,0,0.0
23321,23321,1022,6,11-07-2015,596,Open,No,No Holiday,No,0,0.0
23322,23322,1023,6,11-07-2015,522,Open,No,No Holiday,No,1,2011.26923077
23323,23323,1024,6,11-07-2015,777,Open,No,No Holiday,No,0,0.0
23324,23324,1025,6,11-07-2015,716,Open,No,No Holiday,No,0,0.0
23325,23325,1026,6,11-07-2015,886,Open,No,No Holiday,No,0,0.0
23326,23326,1027,6,11-07-2015,1623,Open,No,No Holiday,No,1,2011.76923077
23327,23327,1028,6,11-07-2015,356,Open,No,No Holiday,No,1,2013.59615385
23328,23328,1029,6,11-07-2015,212,Open,No,No Holiday,No,0,0.0
23329,23329,1030,6,11-07-2015,146,Open,No,No Holiday,No,0,0.0
23330,23330,1031,6,11-07-2015,291,Open,No,No Holiday,No,0,0.0
23331,23331,1032,6,11-07-2015,500,Open,No,No Holiday,No,1,2012.76923077
23332,23332,1033,6,11-07-2015,971,Open,No,No Holiday,No,0,0.0
23333,23333,1034,6,11-07-2015,266,Open,No,No Holiday,No,0,0.0
23334,23334,1035,6,11-07-2015,233,Open,No,No Holiday,No,0,0.0
23335,23335,1036,6,11-07-2015,453,Open,No,No Holiday,No,1,2013.69230769
23336,23336,1037,6,11-07-2015,680,Open,No,No Holiday,No,0,0.0
23337,23337,1038,6,11-07-2015,577,Open,No,No Holiday,No,0,0.0
23338,23338,1039,6,11-07-2015,1026,Open,No,No Holiday,No,0,0.0
23339,23339,1040,6,11-07-2015,651,Open,No,No Holiday,No,1,2014.19230769
23340,23340,1041,6,11-07-2015,614,Open,No,No Holiday,No,1,2014.76923077
23341,23341,1042,6,11-07-2015,379,Open,No,No Holiday,No,0,0.0
23342,23342,1043,6,11-07-2015,1140,Open,No,No Holiday,No,0,0.0
23343,23343,1044,6,11-07-2015,836,Open,No,No Holiday,No,1,2010.25
23344,23344,1045,6,11-07-2015,897,Open,No,No Holiday,No,0,0.0
23345,23345,1046,6,11-07-2015,544,Open,No,No Holiday,No,0,0.0
23346,23346,1047,6,11-07-2015,317,Open,No,No Holiday,No,0,0.0
23347,23347,1048,6,11-07-2015,477,Open,No,No Holiday,No,1,2012.76923077
23348,23348,1049,6,11-07-2015,501,Open,No,No Holiday,No,1,2011.26923077
23349,23349,1050,6,11-07-2015,531,Open,No,No Holiday,No,0,0.0
23350,23350,1051,6,11-07-2015,710,Open,No,No Holiday,No,1,2012.01923077
23351,23351,1052,6,11-07-2015,510,Open,No,No Holiday,No,0,0.0
23352,23352,1053,6,11-07-2015,725,Open,No,No Holiday,No,0,0.0
23353,23353,1054,6,11-07-2015,387,Open,No,No Holiday,No,0,0.0
23354,23354,1055,6,11-07-2015,867,Open,No,No Holiday,No,0,0.0
23355,23355,1056,6,11-07-2015,487,Open,No,No Holiday,No,1,2012.76923077
23356,23356,1057,6,11-07-2015,683,Open,No,No Holiday,No,0,0.0
23357,23357,1058,6,11-07-2015,463,Open,No,No Holiday,No,0,0.0
23358,23358,1059,6,11-07-2015,1103,Open,No,No Holiday,No,0,0.0
23359,23359,1060,6,11-07-2015,651,Open,No,No Holiday,No,0,0.0
23360,23360,1061,6,11-07-2015,624,Open,No,No Holiday,No,0,0.0
23361,23361,1062,6,11-07-2015,507,Open,No,No Holiday,No,0,0.0
23362,23362,1063,6,11-07-2015,396,Open,No,No Holiday,No,0,0.0
23363,23363,1064,6,11-07-2015,803,Open,No,No Holiday,No,0,0.0
23364,23364,1065,6,11-07-2015,318,Open,No,No Holiday,No,0,0.0
23365,23365,1066,6,11-07-2015,851,Open,No,No Holiday,No,0,0.0
23366,23366,1067,6,11-07-2015,524,Open,No,No Holiday,No,0,0.0
23367,23367,1068,6,11-07-2015,332,Open,No,No Holiday,No,1,2013.09615385
23368,23368,1069,6,11-07-2015,423,Open,No,No Holiday,No,1,2011.26923077
23369,23369,1070,6,11-07-2015,828,Open,No,No Holiday,No,0,0.0
23370,23370,1071,6,11-07-2015,523,Open,No,No Holiday,No,0,0.0
23371,23371,1072,6,11-07-2015,394,Open,No,No Holiday,No,0,0.0
23372,23372,1073,6,11-07-2015,804,Open,No,No Holiday,No,1,2012.84615385
23373,23373,1074,6,11-07-2015,450,Open,No,No Holiday,No,1,2011.26923077
23374,23374,1075,6,11-07-2015,1071,Open,No,No Holiday,No,0,0.0
23375,23375,1076,6,11-07-2015,387,Open,No,No Holiday,No,1,2013.01923077
23376,23376,1077,6,11-07-2015,296,Open,No,No Holiday,No,0,0.0
23377,23377,1078,6,11-07-2015,464,Open,No,No Holiday,No,1,2011.76923077
23378,23378,1079,6,11-07-2015,441,Open,No,No Holiday,No,1,2009.71153846
23379,23379,1080,6,11-07-2015,850,Open,No,No Holiday,No,1,2014.76923077
23380,23380,1081,6,11-07-2015,434,Open,No,No Holiday,No,0,0.0
23381,23381,1082,6,11-07-2015,628,Open,No,No Holiday,No,0,0.0
23382,23382,1083,6,11-07-2015,417,Open,No,No Holiday,No,0,0.0
23383,23383,1084,6,11-07-2015,715,Open,No,No Holiday,No,1,2010.25
23384,23384,1085,6,11-07-2015,475,Open,No,No Holiday,No,0,0.0
23385,23385,1086,6,11-07-2015,465,Open,No,No Holiday,No,0,0.0
23386,23386,1087,6,11-07-2015,603,Open,No,No Holiday,No,0,0.0
23387,23387,1088,6,11-07-2015,256,Open,No,No Holiday,No,1,2013.51923077
23388,23388,1089,6,11-07-2015,930,Open,No,No Holiday,No,0,0.0
23389,23389,1090,6,11-07-2015,532,Open,No,No Holiday,No,1,2011.26923077
23390,23390,1091,6,11-07-2015,581,Open,No,No Holiday,No,0,0.0
23391,23391,1092,6,11-07-2015,1103,Open,No,No Holiday,No,1,2014.76923077
23392,23392,1093,6,11-07-2015,748,Open,No,No Holiday,No,0,0.0
23393,23393,1094,6,11-07-2015,454,Open,No,No Holiday,No,1,2014.76923077
23394,23394,1095,6,11-07-2015,520,Open,No,No Holiday,No,1,2011.26923077
23395,23395,1096,6,11-07-2015,517,Open,No,No Holiday,No,0,0.0
23396,23396,1097,6,11-07-2015,2133,Open,No,No Holiday,No,0,0.0
23397,23397,1098,6,11-07-2015,358,Open,No,No Holiday,No,0,0.0
23398,23398,1099,6,11-07-2015,1098,Open,No,No Holiday,No,1,2013.26923077
23399,23399,1100,6,11-07-2015,343,Open,No,No Holiday,No,1,2011.26923077
23400,23400,1101,6,11-07-2015,885,Open,No,No Holiday,No,0,0.0
23401,23401,1102,6,11-07-2015,608,Open,No,No Holiday,No,1,2014.76923077
23402,23402,1103,6,11-07-2015,416,Open,No,No Holiday,No,0,0.0
23403,23403,1104,6,11-07-2015,448,Open,No,No Holiday,No,1,2011.26923077
23404,23404,1105,6,11-07-2015,470,Open,No,No Holiday,No,0,0.0
23405,23405,1106,6,11-07-2015,334,Open,No,No Holiday,No,1,2013.59615385
23406,23406,1107,6,11-07-2015,597,Open,No,No Holiday,No,1,2010.25
23407,23407,1108,6,11-07-2015,233,Open,No,No Holiday,No,0,0.0
23408,23408,1109,6,11-07-2015,323,Open,No,No Holiday,No,1,2012.42307692
23409,23409,1110,6,11-07-2015,359,Open,No,No Holiday,No,0,0.0
23410,23410,1111,6,11-07-2015,231,Open,No,No Holiday,No,1,2013.59615385
23411,23411,1112,6,11-07-2015,551,Open,No,No Holiday,No,0,0.0
23412,23412,1113,6,11-07-2015,581,Open,No,No Holiday,No,0,0.0
23413,23413,1114,6,11-07-2015,3527,Open,No,No Holiday,No,0,0.0
23414,23414,1115,6,11-07-2015,483,Open,No,No Holiday,No,0,0.0
23415,23415,1,5,10-07-2015,449,Open,No,No Holiday,No,0,0.0
23416,23416,2,5,10-07-2015,539,Open,No,No Holiday,No,1,2010.25
23417,23417,3,5,10-07-2015,689,Open,No,No Holiday,Yes,1,2011.26923077
23418,23418,4,5,10-07-2015,1245,Open,No,No Holiday,No,0,0.0
23419,23419,5,5,10-07-2015,530,Open,No,No Holiday,No,0,0.0
23420,23420,6,5,10-07-2015,576,Open,No,No Holiday,No,0,0.0
23421,23421,7,5,10-07-2015,1063,Open,No,No Holiday,No,0,0.0
23422,23422,8,5,10-07-2015,693,Open,No,No Holiday,No,0,0.0
23423,23423,9,5,10-07-2015,528,Open,No,No Holiday,Yes,0,0.0
23424,23424,10,5,10-07-2015,607,Open,No,No Holiday,No,0,0.0
23425,23425,11,5,10-07-2015,1048,Open,No,No Holiday,No,1,2012.01923077
23426,23426,12,5,10-07-2015,846,Open,No,No Holiday,No,1,2010.25
23427,23427,13,5,10-07-2015,298,Open,No,No Holiday,No,0,0.0
23428,23428,14,5,10-07-2015,595,Open,No,No Holiday,Yes,1,2011.76923077
23429,23429,15,5,10-07-2015,656,Open,No,No Holiday,No,1,2011.26923077
23430,23430,16,5,10-07-2015,899,Open,No,No Holiday,No,0,0.0
23431,23431,17,5,10-07-2015,754,Open,No,No Holiday,No,1,2010.5
23432,23432,18,5,10-07-2015,846,Open,No,No Holiday,No,1,2012.26923077
23433,23433,19,5,10-07-2015,605,Open,No,No Holiday,Yes,0,0.0
23434,23434,20,5,10-07-2015,793,Open,No,No Holiday,No,1,2014.76923077
23435,23435,21,5,10-07-2015,480,Open,No,No Holiday,No,1,2009.86538462
23436,23436,22,5,10-07-2015,505,Open,No,No Holiday,No,1,2012.42307692
23437,23437,23,5,10-07-2015,458,Open,No,No Holiday,No,0,0.0
23438,23438,24,5,10-07-2015,812,Open,No,No Holiday,Yes,1,2011.76923077
23439,23439,25,5,10-07-2015,1300,Open,No,No Holiday,Yes,0,0.0
23440,23440,26,5,10-07-2015,524,Open,No,No Holiday,No,0,0.0
23441,23441,27,5,10-07-2015,960,Open,No,No Holiday,Yes,1,2011.09615385
23442,23442,28,5,10-07-2015,499,Open,No,No Holiday,No,0,0.0
23443,23443,29,5,10-07-2015,528,Open,No,No Holiday,Yes,0,0.0
23444,23444,30,5,10-07-2015,520,Open,No,No Holiday,Yes,0,0.0
23445,23445,31,5,10-07-2015,588,Open,No,No Holiday,No,0,0.0
23446,23446,32,5,10-07-2015,484,Open,No,No Holiday,No,0,0.0
23447,23447,33,5,10-07-2015,689,Open,No,No Holiday,Yes,0,0.0
23448,23448,34,5,10-07-2015,918,Open,No,No Holiday,No,0,0.0
23449,23449,35,5,10-07-2015,754,Open,No,No Holiday,Yes,1,2012.01923077
23450,23450,36,5,10-07-2015,974,Open,No,No Holiday,No,1,2014.76923077
23451,23451,37,5,10-07-2015,720,Open,No,No Holiday,No,0,0.0
23452,23452,38,5,10-07-2015,458,Open,No,No Holiday,Yes,0,0.0
23453,23453,39,5,10-07-2015,502,Open,No,No Holiday,Yes,0,0.0
23454,23454,40,5,10-07-2015,478,Open,No,No Holiday,Yes,0,0.0
23455,23455,41,5,10-07-2015,423,Open,No,No Holiday,No,1,2013.59615385
23456,23456,42,5,10-07-2015,970,Open,No,No Holiday,Yes,1,2011.76923077
23457,23457,43,5,10-07-2015,534,Open,No,No Holiday,Yes,1,2009.71153846
23458,23458,44,5,10-07-2015,588,Open,No,No Holiday,No,0,0.0
23459,23459,45,5,10-07-2015,393,Open,No,No Holiday,No,0,0.0
23460,23460,46,5,10-07-2015,605,Open,No,No Holiday,No,1,2011.26923077
23461,23461,47,5,10-07-2015,834,Open,No,No Holiday,No,1,2013.26923077
23462,23462,48,5,10-07-2015,382,Open,No,No Holiday,No,0,0.0
23463,23463,49,5,10-07-2015,582,Open,No,No Holiday,No,0,0.0
23464,23464,50,5,10-07-2015,317,Open,No,No Holiday,No,0,0.0
23465,23465,51,5,10-07-2015,526,Open,No,No Holiday,No,1,2011.17307692
23466,23466,52,5,10-07-2015,438,Open,No,No Holiday,No,1,2010.75
23467,23467,53,5,10-07-2015,584,Open,No,No Holiday,No,0,0.0
23468,23468,54,5,10-07-2015,696,Open,No,No Holiday,No,0,0.0
23469,23469,55,5,10-07-2015,574,Open,No,No Holiday,No,0,0.0
23470,23470,56,5,10-07-2015,532,Open,No,No Holiday,No,0,0.0
23471,23471,57,5,10-07-2015,854,Open,No,No Holiday,No,0,0.0
23472,23472,58,5,10-07-2015,499,Open,No,No Holiday,No,1,2012.51923077
23473,23473,59,5,10-07-2015,550,Open,No,No Holiday,No,1,2011.26923077
23474,23474,60,5,10-07-2015,747,Open,No,No Holiday,No,0,0.0
23475,23475,61,5,10-07-2015,507,Open,No,No Holiday,No,1,2012.01923077
23476,23476,62,5,10-07-2015,700,Open,No,No Holiday,Yes,0,0.0
23477,23477,63,5,10-07-2015,620,Open,No,No Holiday,No,0,0.0
23478,23478,64,5,10-07-2015,777,Open,No,No Holiday,Yes,1,2013.26923077
23479,23479,65,5,10-07-2015,463,Open,No,No Holiday,No,1,2012.01923077
23480,23480,66,5,10-07-2015,528,Open,No,No Holiday,No,1,2009.71153846
23481,23481,67,5,10-07-2015,706,Open,No,No Holiday,No,0,0.0
23482,23482,68,5,10-07-2015,1102,Open,No,No Holiday,No,0,0.0
23483,23483,69,5,10-07-2015,1172,Open,No,No Holiday,No,1,2011.76923077
23484,23484,70,5,10-07-2015,625,Open,No,No Holiday,No,0,0.0
23485,23485,71,5,10-07-2015,667,Open,No,No Holiday,Yes,0,0.0
23486,23486,72,5,10-07-2015,441,Open,No,No Holiday,No,1,2010.25
23487,23487,73,5,10-07-2015,433,Open,No,No Holiday,No,0,0.0
23488,23488,74,5,10-07-2015,740,Open,No,No Holiday,Yes,0,0.0
23489,23489,75,5,10-07-2015,647,Open,No,No Holiday,No,0,0.0
23490,23490,76,5,10-07-2015,985,Open,No,No Holiday,No,0,0.0
23491,23491,77,5,10-07-2015,604,Open,No,No Holiday,No,1,2014.19230769
23492,23492,78,5,10-07-2015,487,Open,No,No Holiday,No,0,0.0
23493,23493,79,5,10-07-2015,605,Open,No,No Holiday,No,0,0.0
23494,23494,80,5,10-07-2015,562,Open,No,No Holiday,No,0,0.0
23495,23495,81,5,10-07-2015,571,Open,No,No Holiday,No,1,2014.76923077
23496,23496,82,5,10-07-2015,871,Open,No,No Holiday,Yes,1,2009.71153846
23497,23497,83,5,10-07-2015,327,Open,No,No Holiday,Yes,0,0.0
23498,23498,84,5,10-07-2015,1189,Open,No,No Holiday,Yes,0,0.0
23499,23499,85,5,10-07-2015,898,Open,No,No Holiday,No,0,0.0
23500,23500,86,5,10-07-2015,539,Open,No,No Holiday,Yes,1,2013.59615385
23501,23501,87,5,10-07-2015,646,Open,No,No Holiday,No,0,0.0
23502,23502,88,5,10-07-2015,648,Open,No,No Holiday,No,0,0.0
23503,23503,89,5,10-07-2015,662,Open,No,No Holiday,No,1,2014.76923077
23504,23504,90,5,10-07-2015,979,Open,No,No Holiday,Yes,0,0.0
23505,23505,91,5,10-07-2015,426,Open,No,No Holiday,No,1,2011.67307692
23506,23506,92,5,10-07-2015,507,Open,No,No Holiday,Yes,0,0.0
23507,23507,93,5,10-07-2015,684,Open,No,No Holiday,Yes,1,2011.26923077
23508,23508,94,5,10-07-2015,632,Open,No,No Holiday,Yes,0,0.0
23509,23509,95,5,10-07-2015,780,Open,No,No Holiday,No,0,0.0
23510,23510,96,5,10-07-2015,490,Open,No,No Holiday,No,1,2009.71153846
23511,23511,97,5,10-07-2015,769,Open,No,No Holiday,No,0,0.0
23512,23512,98,5,10-07-2015,457,Open,No,No Holiday,Yes,1,2012.01923077
23513,23513,99,5,10-07-2015,435,Open,No,No Holiday,No,0,0.0
23514,23514,100,5,10-07-2015,626,Open,No,No Holiday,No,0,0.0
23515,23515,101,5,10-07-2015,737,Open,No,No Holiday,No,0,0.0
23516,23516,102,5,10-07-2015,890,Open,No,No Holiday,Yes,0,0.0
23517,23517,103,5,10-07-2015,448,Open,No,No Holiday,No,0,0.0
23518,23518,104,5,10-07-2015,1225,Open,No,No Holiday,No,0,0.0
23519,23519,105,5,10-07-2015,529,Open,No,No Holiday,No,0,0.0
23520,23520,106,5,10-07-2015,847,Open,No,No Holiday,No,0,0.0
23521,23521,107,5,10-07-2015,946,Open,No,No Holiday,No,0,0.0
23522,23522,108,5,10-07-2015,884,Open,No,No Holiday,No,0,0.0
23523,23523,109,5,10-07-2015,784,Open,No,No Holiday,No,0,0.0
23524,23524,110,5,10-07-2015,530,Open,No,No Holiday,No,0,0.0
23525,23525,111,5,10-07-2015,577,Open,No,No Holiday,No,1,2009.71153846
23526,23526,112,5,10-07-2015,765,Open,No,No Holiday,No,0,0.0
23527,23527,113,5,10-07-2015,603,Open,No,No Holiday,No,0,0.0
23528,23528,114,5,10-07-2015,551,Open,No,No Holiday,No,0,0.0
23529,23529,115,5,10-07-2015,507,Open,No,No Holiday,No,1,2014.76923077
23530,23530,116,5,10-07-2015,709,Open,No,No Holiday,No,0,0.0
23531,23531,117,5,10-07-2015,446,Open,No,No Holiday,Yes,0,0.0
23532,23532,118,5,10-07-2015,642,Open,No,No Holiday,No,0,0.0
23533,23533,119,5,10-07-2015,645,Open,No,No Holiday,No,0,0.0
23534,23534,120,5,10-07-2015,611,Open,No,No Holiday,No,1,2009.71153846
23535,23535,121,5,10-07-2015,527,Open,No,No Holiday,No,0,0.0
23536,23536,122,5,10-07-2015,998,Open,No,No Holiday,No,0,0.0
23537,23537,123,5,10-07-2015,893,Open,No,No Holiday,No,0,0.0
23538,23538,124,5,10-07-2015,615,Open,No,No Holiday,Yes,0,0.0
23539,23539,125,5,10-07-2015,1410,Open,No,No Holiday,No,0,0.0
23540,23540,126,5,10-07-2015,453,Open,No,No Holiday,Yes,0,0.0
23541,23541,127,5,10-07-2015,655,Open,No,No Holiday,No,1,2010.25
23542,23542,128,5,10-07-2015,624,Open,No,No Holiday,No,1,2013.01923077
23543,23543,129,5,10-07-2015,1144,Open,No,No Holiday,No,1,2011.26923077
23544,23544,130,5,10-07-2015,512,Open,No,No Holiday,No,1,2010.25
23545,23545,131,5,10-07-2015,461,Open,No,No Holiday,Yes,0,0.0
23546,23546,132,5,10-07-2015,604,Open,No,No Holiday,No,1,2012.51923077
23547,23547,133,5,10-07-2015,651,Open,No,No Holiday,No,0,0.0
23548,23548,134,5,10-07-2015,482,Open,No,No Holiday,No,0,0.0
23549,23549,135,5,10-07-2015,548,Open,No,No Holiday,No,1,2013.01923077
23550,23550,136,5,10-07-2015,365,Open,No,No Holiday,No,0,0.0
23551,23551,137,5,10-07-2015,1070,Open,No,No Holiday,No,1,2014.76923077
23552,23552,138,5,10-07-2015,786,Open,No,No Holiday,No,0,0.0
23553,23553,139,5,10-07-2015,496,Open,No,No Holiday,No,1,2011.26923077
23554,23554,140,5,10-07-2015,884,Open,No,No Holiday,No,1,2013.01923077
23555,23555,141,5,10-07-2015,605,Open,No,No Holiday,No,0,0.0
23556,23556,142,5,10-07-2015,546,Open,No,No Holiday,Yes,0,0.0
23557,23557,143,5,10-07-2015,486,Open,No,No Holiday,No,0,0.0
23558,23558,144,5,10-07-2015,719,Open,No,No Holiday,No,0,0.0
23559,23559,145,5,10-07-2015,1093,Open,No,No Holiday,No,0,0.0
23560,23560,146,5,10-07-2015,704,Open,No,No Holiday,Yes,1,2012.92307692
23561,23561,147,5,10-07-2015,808,Open,No,No Holiday,Yes,0,0.0
23562,23562,148,5,10-07-2015,817,Open,No,No Holiday,No,0,0.0
23563,23563,149,5,10-07-2015,443,Open,No,No Holiday,No,1,2011.26923077
23564,23564,150,5,10-07-2015,838,Open,No,No Holiday,No,0,0.0
23565,23565,151,5,10-07-2015,713,Open,No,No Holiday,No,0,0.0
23566,23566,152,5,10-07-2015,555,Open,No,No Holiday,Yes,0,0.0
23567,23567,153,5,10-07-2015,553,Open,No,No Holiday,Yes,0,0.0
23568,23568,154,5,10-07-2015,679,Open,No,No Holiday,No,0,0.0
23569,23569,155,5,10-07-2015,557,Open,No,No Holiday,No,1,2010.67307692
23570,23570,156,5,10-07-2015,651,Open,No,No Holiday,No,0,0.0
23571,23571,157,5,10-07-2015,929,Open,No,No Holiday,Yes,0,0.0
23572,23572,158,5,10-07-2015,500,Open,No,No Holiday,No,0,0.0
23573,23573,159,5,10-07-2015,651,Open,No,No Holiday,No,0,0.0
23574,23574,160,5,10-07-2015,562,Open,No,No Holiday,No,0,0.0
23575,23575,161,5,10-07-2015,810,Open,No,No Holiday,Yes,0,0.0
23576,23576,162,5,10-07-2015,533,Open,No,No Holiday,No,1,2010.25
23577,23577,163,5,10-07-2015,754,Open,No,No Holiday,No,0,0.0
23578,23578,164,5,10-07-2015,602,Open,No,No Holiday,No,1,2010.25
23579,23579,165,5,10-07-2015,397,Open,No,No Holiday,No,1,2010.25
23580,23580,166,5,10-07-2015,732,Open,No,No Holiday,Yes,1,2013.59615385
23581,23581,167,5,10-07-2015,995,Open,No,No Holiday,No,0,0.0
23582,23582,168,5,10-07-2015,752,Open,No,No Holiday,No,0,0.0
23583,23583,169,5,10-07-2015,480,Open,No,No Holiday,Yes,0,0.0
23584,23584,170,5,10-07-2015,476,Open,No,No Holiday,Yes,1,2011.26923077
23585,23585,171,5,10-07-2015,698,Open,No,No Holiday,Yes,0,0.0
23586,23586,172,5,10-07-2015,761,Open,No,No Holiday,No,1,2014.76923077
23587,23587,173,5,10-07-2015,845,Open,No,No Holiday,No,0,0.0
23588,23588,174,5,10-07-2015,457,Open,No,No Holiday,No,1,2012.42307692
23589,23589,175,5,10-07-2015,650,Open,No,No Holiday,No,0,0.0
23590,23590,176,5,10-07-2015,569,Open,No,No Holiday,Yes,0,0.0
23591,23591,177,5,10-07-2015,469,Open,No,No Holiday,No,0,0.0
23592,23592,178,5,10-07-2015,869,Open,No,No Holiday,No,0,0.0
23593,23593,179,5,10-07-2015,830,Open,No,No Holiday,Yes,0,0.0
23594,23594,180,5,10-07-2015,781,Open,No,No Holiday,No,0,0.0
23595,23595,181,5,10-07-2015,574,Open,No,No Holiday,No,1,2011.26923077
