,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,Promo2Date
551,552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2008.58333333,2009.71153846
552,553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2002.75,2010.25
553,554,c,c,1200.0,7.0,2008.0,0,,,,2008.58333333,0.0
554,555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2014.08333333,2013.19230769
555,556,d,c,1140.0,11.0,2014.0,0,,,,2014.91666667,0.0
556,557,a,a,250.0,7.0,2008.0,0,,,,2008.58333333,0.0
557,558,a,a,3000.0,2.0,2010.0,0,,,,2010.16666667,0.0
558,559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006.91666667,2013.09615385
559,560,c,c,1910.0,7.0,2013.0,0,,,,2013.58333333,0.0
560,561,d,a,14300.0,7.0,2008.0,0,,,,2008.58333333,0.0
561,562,b,c,1210.0,7.0,2008.0,0,,,,2008.58333333,0.0
562,563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015.25,2014.19230769
563,564,d,c,6540.0,7.0,2008.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.26923077
564,565,a,c,160.0,7.0,2007.0,0,,,,2007.58333333,0.0
565,566,a,a,3620.0,7.0,2008.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.76923077
566,567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012.75,2011.34615385
567,568,d,c,4270.0,7.0,2008.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.01923077
568,569,a,a,1340.0,9.0,2006.0,0,,,,2006.75,0.0
569,570,a,a,180.0,11.0,2006.0,0,,,,2006.91666667,0.0
570,571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1995.91666667,2014.76923077
571,572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2004.33333333,2009.71153846
572,573,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2012.91666667,2013.69230769
573,574,d,a,4400.0,7.0,2008.0,0,,,,2008.58333333,0.0
574,575,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2008.41666667,2010.25
575,576,c,a,50.0,11.0,2006.0,0,,,,2006.91666667,0.0
576,577,a,c,2270.0,7.0,2008.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2008.58333333,2012.67307692
577,578,d,a,12700.0,4.0,2013.0,0,,,,2013.33333333,0.0
578,579,c,a,20970.0,11.0,2012.0,0,,,,2012.91666667,0.0
579,580,a,c,170.0,2.0,2009.0,0,,,,2009.16666667,0.0
580,581,a,a,7250.0,12.0,2013.0,0,,,,2014.0,0.0
581,582,a,a,120.0,7.0,2008.0,0,,,,2008.58333333,0.0
582,583,a,a,2640.0,11.0,2002.0,0,,,,2002.91666667,0.0
583,584,d,a,1360.0,7.0,2008.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2008.58333333,2010.67307692
584,585,d,c,440.0,4.0,2014.0,0,,,,2014.33333333,0.0
585,586,a,c,250.0,10.0,2008.0,0,,,,2008.83333333,0.0
586,587,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2006.75,2011.26923077
587,588,d,c,15720.0,3.0,2010.0,0,,,,2010.25,0.0
588,589,a,c,360.0,7.0,2008.0,1,18.0,2013.0,"Feb,May,Aug,Nov",2008.58333333,2013.34615385
589,590,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2010.75,2013.59615385
590,591,a,c,3340.0,7.0,2008.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2008.58333333,2012.42307692
591,592,a,a,2540.0,6.0,2005.0,0,,,,2005.5,0.0
592,593,a,c,33060.0,3.0,2010.0,0,,,,2010.25,0.0
593,594,a,a,1790.0,10.0,2011.0,0,,,,2011.83333333,0.0
594,595,c,c,1130.0,6.0,2015.0,0,,,,2015.5,0.0
595,596,c,a,290.0,9.0,2006.0,0,,,,2006.75,0.0
596,597,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2008.75,2012.01923077
597,598,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014.0,2014.76923077
598,599,d,c,580.0,11.0,2014.0,0,,,,2014.91666667,0.0
599,600,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2010.5,2011.17307692
600,601,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014.33333333,2011.26923077
601,602,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2001.58333333,2012.42307692
602,603,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2007.33333333,2010.25
603,604,d,a,10950.0,3.0,2014.0,0,,,,2014.25,0.0
604,605,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2003.33333333,2009.71153846
605,606,a,a,2260.0,11.0,2007.0,0,,,,2007.91666667,0.0
606,607,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1999.66666667,2011.26923077
607,608,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013.16666667,2011.26923077
608,609,a,a,2070.0,9.0,2007.0,0,,,,2007.75,0.0
609,610,a,a,660.0,1.0,2007.0,0,,,,2007.08333333,0.0
610,611,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2003.0,2014.76923077
611,612,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2012.91666667,2009.59615385
612,613,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2007.5,2011.26923077
613,614,a,a,1160.0,12.0,2012.0,0,,,,2013.0,0.0
614,615,d,a,730.0,8.0,2007.0,0,,,,2007.66666667,0.0
615,616,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2011.66666667,2010.67307692
616,617,a,c,8940.0,7.0,2008.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.17307692
617,618,d,c,9910.0,7.0,2008.0,0,,,,2008.58333333,0.0
618,619,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2006.5,2009.86538462
619,620,d,c,5440.0,7.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2008.58333333,2014.76923077
620,621,a,a,30.0,7.0,2002.0,0,,,,2002.58333333,0.0
621,622,a,c,,7.0,2008.0,0,,,,2008.58333333,0.0
622,623,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2011.25,2010.25
623,624,a,c,6920.0,9.0,2011.0,0,,,,2011.75,0.0
624,625,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2011.33333333,2012.42307692
625,626,c,c,10740.0,11.0,2013.0,0,,,,2013.91666667,0.0
626,627,c,c,3970.0,3.0,2010.0,0,,,,2010.25,0.0
627,628,a,c,2180.0,7.0,2008.0,0,,,,2008.58333333,0.0
628,629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2014.58333333,2015.44230769
629,630,a,a,1690.0,4.0,2015.0,0,,,,2015.33333333,0.0
630,631,d,c,2870.0,7.0,2008.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2008.58333333,2012.67307692
631,632,a,a,3350.0,2.0,2010.0,0,,,,2010.16666667,0.0
632,633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2005.33333333,2011.42307692
633,634,d,a,18610.0,7.0,2008.0,0,,,,2008.58333333,0.0
634,635,a,a,27530.0,4.0,2014.0,0,,,,2014.33333333,0.0
635,636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2004.83333333,2010.25
636,637,d,c,9790.0,7.0,2008.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2008.58333333,2009.59615385
637,638,d,a,10170.0,11.0,2001.0,0,,,,2001.91666667,0.0
638,639,a,a,7780.0,11.0,2006.0,0,,,,2006.91666667,0.0
639,640,d,c,8040.0,7.0,2008.0,0,,,,2008.58333333,0.0
640,641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2004.0,2013.69230769
641,642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2005.33333333,2010.67307692
642,643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2010.5,2010.34615385
643,644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2005.0,2011.26923077
644,645,a,a,90.0,7.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2008.58333333,2009.86538462
645,646,a,a,620.0,9.0,2014.0,0,,,,2014.75,0.0
646,647,a,c,7420.0,4.0,2013.0,0,,,,2013.33333333,0.0
647,648,d,a,2130.0,12.0,2008.0,0,,,,2009.0,0.0
648,649,a,a,14570.0,11.0,2002.0,0,,,,2002.91666667,0.0
649,650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012.83333333,2014.76923077
650,651,a,a,200.0,7.0,2008.0,0,,,,2008.58333333,0.0
651,652,a,a,20390.0,7.0,2008.0,0,,,,2008.58333333,0.0
652,653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2014.58333333,2009.86538462
653,654,c,a,6930.0,9.0,2006.0,0,,,,2006.75,0.0
654,655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012.91666667,2013.09615385
655,656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2009.33333333,2010.25
656,657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2006.08333333,2014.19230769
657,658,d,c,520.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2008.58333333,2009.71153846
658,659,d,a,1590.0,3.0,2012.0,0,,,,2012.25,0.0
659,660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2006.91666667,2014.76923077
660,661,d,c,2140.0,7.0,2013.0,0,,,,2013.58333333,0.0
661,662,d,a,1070.0,7.0,2008.0,0,,,,2008.58333333,0.0
662,663,a,c,7860.0,5.0,2005.0,0,,,,2005.41666667,0.0
663,664,d,c,1680.0,10.0,2005.0,0,,,,2005.83333333,0.0
664,665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013.0,2011.26923077
665,666,c,c,2700.0,7.0,2008.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2008.58333333,2011.17307692
666,667,d,c,2870.0,9.0,2012.0,0,,,,2012.75,0.0
667,668,c,a,1270.0,9.0,2010.0,0,,,,2010.75,0.0
668,669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012.58333333,2013.59615385
669,670,a,a,2060.0,7.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2008.58333333,2009.86538462
670,671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2008.16666667,2010.75
671,672,c,a,240.0,9.0,2002.0,0,,,,2002.75,0.0
672,673,d,c,15170.0,7.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008.58333333,2013.09615385
673,674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2006.0,2013.59615385
674,675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013.66666667,2011.26923077
675,676,b,b,1410.0,9.0,2008.0,0,,,,2008.75,0.0
676,677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2014.5,2009.86538462
677,678,c,a,3250.0,7.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.76923077
678,679,a,a,4140.0,9.0,2012.0,0,,,,2012.75,0.0
679,680,c,a,170.0,7.0,2008.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2008.58333333,2012.67307692
680,681,a,c,620.0,7.0,2008.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",2008.58333333,2014.01923077
681,682,b,a,150.0,9.0,2006.0,0,,,,2006.75,0.0
682,683,a,a,2850.0,7.0,2014.0,0,,,,2014.58333333,0.0
683,684,d,c,680.0,7.0,2008.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2008.58333333,2012.42307692
684,685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013.91666667,2009.71153846
685,686,a,a,20050.0,4.0,2002.0,0,,,,2002.33333333,0.0
686,687,d,c,2770.0,7.0,2008.0,0,,,,2008.58333333,0.0
687,688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.66666667,2011.26923077
688,689,d,a,15040.0,10.0,2004.0,0,,,,2004.83333333,0.0
689,690,a,a,100.0,7.0,2008.0,0,,,,2008.58333333,0.0
690,691,d,c,3030.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2008.58333333,2009.71153846
691,692,a,a,40.0,8.0,2001.0,0,,,,2001.66666667,0.0
692,693,d,a,450.0,7.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.76923077
693,694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012.91666667,2014.76923077
694,695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2011.58333333,2012.01923077
695,696,a,c,430.0,7.0,2008.0,0,,,,2008.58333333,0.0
696,697,d,a,3780.0,7.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.76923077
697,698,a,a,1790.0,5.0,2011.0,0,,,,2011.41666667,0.0
698,699,a,a,180.0,7.0,2008.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.09615385
699,700,a,c,830.0,7.0,2008.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.51923077
700,701,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012.25,2011.26923077
701,702,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2001.75,2009.86538462
702,703,a,a,80.0,6.0,2005.0,0,,,,2005.5,0.0
703,704,d,c,1910.0,4.0,2009.0,0,,,,2009.33333333,0.0
704,705,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012.75,2011.34615385
705,706,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014.75,2014.19230769
706,707,a,c,2900.0,7.0,1990.0,0,,,,1990.58333333,0.0
707,708,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2009.83333333,2014.34615385
708,709,a,a,500.0,12.0,2010.0,0,,,,2011.0,0.0
709,710,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2008.75,2011.26923077
710,711,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",2007.25,2010.09615385
711,712,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2007.75,2009.86538462
712,713,a,c,220.0,7.0,2008.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2008.58333333,2014.19230769
713,714,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2005.83333333,2013.19230769
714,715,a,a,14810.0,6.0,2014.0,0,,,,2014.5,0.0
715,716,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2008.08333333,2011.42307692
716,717,d,c,310.0,7.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.76923077
717,718,a,a,1100.0,6.0,2015.0,0,,,,2015.5,0.0
718,719,c,c,8190.0,7.0,2008.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2008.58333333,2009.86538462
719,720,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov",2011.25,2013.26923077
720,721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012.75,2012.42307692
721,722,a,a,50.0,7.0,2008.0,0,,,,2008.58333333,0.0
722,723,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008.75,2013.09615385
723,724,d,c,5900.0,7.0,2008.0,0,,,,2008.58333333,0.0
724,725,d,c,17540.0,6.0,2012.0,0,,,,2012.5,0.0
725,726,a,c,40540.0,2.0,2002.0,0,,,,2002.16666667,0.0
726,727,a,a,2050.0,3.0,2007.0,0,,,,2007.25,0.0
727,728,d,a,13990.0,7.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.26923077
728,729,c,c,8980.0,6.0,2011.0,0,,,,2011.5,0.0
729,730,c,a,1190.0,9.0,2013.0,0,,,,2013.75,0.0
730,731,a,a,15270.0,7.0,2008.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2008.58333333,2014.19230769
731,732,a,c,35280.0,7.0,2008.0,0,,,,2008.58333333,0.0
732,733,b,b,860.0,10.0,1999.0,0,,,,1999.83333333,0.0
733,734,a,a,220.0,7.0,2008.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2008.58333333,2013.69230769
734,735,d,c,1920.0,4.0,2005.0,0,,,,2005.33333333,0.0
735,736,c,c,1650.0,7.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.26923077
736,737,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2007.41666667,2013.59615385
737,738,d,c,5980.0,10.0,2005.0,0,,,,2005.83333333,0.0
738,739,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2008.5,2011.42307692
739,740,d,a,6400.0,3.0,2014.0,0,,,,2014.25,0.0
740,741,d,c,11900.0,7.0,2008.0,0,,,,2008.58333333,0.0
741,742,d,c,4380.0,7.0,2008.0,0,,,,2008.58333333,0.0
742,743,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2003.91666667,2012.26923077
743,744,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012.0,2014.76923077
744,745,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013.91666667,2009.71153846
745,746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",2011.16666667,2011.67307692
746,747,c,c,45740.0,8.0,2008.0,0,,,,2008.66666667,0.0
747,748,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2010.25,2011.26923077
748,749,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2011.66666667,2015.26923077
749,750,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2002.16666667,2011.26923077
750,751,a,a,650.0,10.0,2006.0,0,,,,2006.83333333,0.0
751,752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2013.25,2013.59615385
752,753,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2012.91666667,2010.67307692
753,754,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2008.41666667,2014.19230769
754,755,d,c,13130.0,12.0,2003.0,0,,,,2004.0,0.0
755,756,a,c,50.0,7.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.76923077
756,757,a,c,3450.0,7.0,2008.0,0,,,,2008.58333333,0.0
757,758,a,c,19780.0,6.0,2008.0,0,,,,2008.5,0.0
758,759,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2012.91666667,2013.59615385
759,760,a,a,560.0,1.0,2011.0,0,,,,2011.08333333,0.0
760,761,a,a,2390.0,9.0,2012.0,0,,,,2012.75,0.0
761,762,d,c,1280.0,7.0,2008.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2008.58333333,2013.19230769
762,763,d,c,32240.0,3.0,2010.0,0,,,,2010.25,0.0
763,764,a,c,26490.0,7.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2008.58333333,2014.19230769
764,765,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",1999.41666667,2009.71153846
765,766,d,c,9820.0,7.0,2008.0,0,,,,2008.58333333,0.0
766,767,a,c,13080.0,7.0,2008.0,0,,,,2008.58333333,0.0
767,768,a,c,2630.0,9.0,2012.0,0,,,,2012.75,0.0
768,769,b,b,840.0,7.0,2008.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2008.58333333,2012.92307692
769,770,a,c,100.0,4.0,2015.0,0,,,,2015.33333333,0.0
770,771,a,a,20640.0,9.0,2007.0,0,,,,2007.75,0.0
771,772,d,c,1850.0,7.0,2008.0,0,,,,2008.58333333,0.0
772,773,a,a,200.0,7.0,2008.0,0,,,,2008.58333333,0.0
773,774,a,c,640.0,9.0,2013.0,0,,,,2013.75,0.0
774,775,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2006.0,2011.42307692
775,776,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2009.33333333,2011.26923077
776,777,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2004.83333333,2013.19230769
777,778,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2003.5,2014.76923077
778,779,a,a,16990.0,4.0,2004.0,0,,,,2004.33333333,0.0
779,780,a,a,18160.0,7.0,2008.0,0,,,,2008.58333333,0.0
780,781,a,a,630.0,4.0,2007.0,0,,,,2007.33333333,0.0
781,782,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2003.66666667,2012.01923077
782,783,d,c,15490.0,7.0,2008.0,0,,,,2008.58333333,0.0
783,784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014.83333333,2014.19230769
784,785,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2005.58333333,2013.59615385
785,786,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006.91666667,2013.09615385
786,787,c,c,3210.0,6.0,2009.0,0,,,,2009.5,0.0
787,788,a,c,1530.0,3.0,2013.0,0,,,,2013.25,0.0
788,789,a,c,9770.0,7.0,2003.0,0,,,,2003.58333333,0.0
789,790,d,c,9070.0,12.0,2003.0,0,,,,2004.0,0.0
790,791,a,a,5950.0,4.0,2007.0,0,,,,2007.33333333,0.0
791,792,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2009.83333333,2011.34615385
792,793,d,a,2710.0,7.0,2006.0,0,,,,2006.58333333,0.0
793,794,c,c,5090.0,9.0,2006.0,0,,,,2006.75,0.0
794,795,d,a,510.0,7.0,2008.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2008.58333333,2010.67307692
795,796,a,c,7180.0,11.0,2012.0,0,,,,2012.91666667,0.0
796,797,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012.83333333,2014.76923077
797,798,a,a,9560.0,4.0,2001.0,0,,,,2001.33333333,0.0
798,799,a,c,2700.0,7.0,2008.0,0,,,,2008.58333333,0.0
799,800,d,a,2020.0,7.0,2014.0,0,,,,2014.58333333,0.0
800,801,d,a,48330.0,4.0,2013.0,0,,,,2013.33333333,0.0
801,802,a,c,910.0,7.0,2008.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2008.58333333,2011.42307692
802,803,d,a,1760.0,7.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2008.58333333,2014.19230769
803,804,c,c,2100.0,7.0,2008.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2008.58333333,2013.01923077
804,805,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2011.83333333,2014.19230769
805,806,d,a,260.0,7.0,2008.0,1,44.0,2010.0,"Feb,May,Aug,Nov",2008.58333333,2010.84615385
806,807,a,a,3870.0,4.0,2008.0,0,,,,2008.33333333,0.0
807,808,a,a,18620.0,7.0,2008.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2008.58333333,2009.59615385
808,809,a,a,12770.0,10.0,2000.0,0,,,,2000.83333333,0.0
809,810,d,c,9640.0,11.0,2013.0,0,,,,2013.91666667,0.0
810,811,a,a,410.0,9.0,2012.0,0,,,,2012.75,0.0
811,812,d,a,2590.0,9.0,2012.0,0,,,,2012.75,0.0
812,813,a,a,1560.0,9.0,2003.0,0,,,,2003.75,0.0
813,814,d,c,24530.0,7.0,2013.0,0,,,,2013.58333333,0.0
814,815,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1900.08333333,2014.76923077
815,816,c,c,460.0,7.0,2008.0,0,,,,2008.58333333,0.0
816,817,a,a,140.0,3.0,2006.0,0,,,,2006.25,0.0
817,818,d,a,490.0,7.0,2008.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2008.58333333,2010.67307692
818,819,a,c,720.0,10.0,2014.0,0,,,,2014.83333333,0.0
819,820,a,c,1650.0,7.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2008.58333333,2014.76923077
820,821,a,a,1700.0,9.0,2009.0,0,,,,2009.75,0.0
821,822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",2010.91666667,2010.92307692
822,823,a,c,16210.0,11.0,2010.0,0,,,,2010.91666667,0.0
823,824,a,a,17570.0,7.0,2008.0,0,,,,2008.58333333,0.0
824,825,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2011.41666667,2014.76923077
825,826,a,c,7980.0,6.0,2005.0,0,,,,2005.5,0.0
826,827,a,c,250.0,1.0,2005.0,0,,,,2005.08333333,0.0
827,828,d,c,3290.0,12.0,2014.0,0,,,,2015.0,0.0
828,829,c,a,110.0,7.0,2008.0,0,,,,2008.58333333,0.0
829,830,a,c,6320.0,7.0,2008.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2008.58333333,2011.09615385
830,831,a,a,800.0,6.0,2007.0,0,,,,2007.5,0.0
