,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
24580,51,4,09-07-2015,458,Open,No,No Holiday,No,10570.0,2013.58333333
24581,52,4,09-07-2015,416,Open,No,No Holiday,No,450.0,2014.33333333
24582,53,4,09-07-2015,555,Open,No,No Holiday,No,30360.0,2013.75
24583,54,4,09-07-2015,631,Open,No,No Holiday,No,7170.0,2014.66666667
24584,55,4,09-07-2015,576,Open,No,No Holiday,No,720.0,2004.91666667
24585,56,4,09-07-2015,542,Open,No,No Holiday,No,6620.0,2012.25
24586,57,4,09-07-2015,825,Open,No,No Holiday,No,420.0,2014.5
24587,58,4,09-07-2015,431,Open,No,No Holiday,No,7340.0,2008.41666667
24588,59,4,09-07-2015,517,Open,No,No Holiday,No,2840.0,2007.5
24589,60,4,09-07-2015,815,Open,No,No Holiday,No,5540.0,2009.83333333
24590,61,4,09-07-2015,484,Open,No,No Holiday,No,350.0,2008.0
24591,62,4,09-07-2015,645,Open,No,No Holiday,Yes,2050.0,2008.58333333
24592,63,4,09-07-2015,625,Open,No,No Holiday,No,3700.0,2010.5
24593,64,4,09-07-2015,839,Open,No,No Holiday,Yes,22560.0,2008.58333333
24594,65,4,09-07-2015,485,Open,No,No Holiday,No,13840.0,2010.41666667
24595,66,4,09-07-2015,518,Open,No,No Holiday,No,7660.0,2008.58333333
24596,67,4,09-07-2015,767,Open,No,No Holiday,No,410.0,2006.16666667
24597,68,4,09-07-2015,1104,Open,No,No Holiday,No,250.0,2008.58333333
24598,69,4,09-07-2015,1105,Open,No,No Holiday,No,1130.0,2008.58333333
24599,70,4,09-07-2015,664,Open,No,No Holiday,No,4840.0,2008.58333333
24600,71,4,09-07-2015,659,Open,No,No Holiday,Yes,17500.0,2008.66666667
24601,72,4,09-07-2015,437,Open,No,No Holiday,No,2200.0,2010.0
24602,73,4,09-07-2015,475,Open,No,No Holiday,No,1650.0,2008.75
24603,74,4,09-07-2015,703,Open,No,No Holiday,Yes,330.0,2008.58333333
24604,75,4,09-07-2015,629,Open,No,No Holiday,No,22440.0,2014.0
24605,76,4,09-07-2015,941,Open,No,No Holiday,No,19960.0,2006.25
24606,77,4,09-07-2015,608,Open,No,No Holiday,No,1090.0,2009.66666667
24607,78,4,09-07-2015,461,Open,No,No Holiday,No,3510.0,2006.91666667
24608,79,4,09-07-2015,521,Open,No,No Holiday,No,3320.0,2008.58333333
24609,80,4,09-07-2015,518,Open,No,No Holiday,No,7910.0,2008.58333333
24610,81,4,09-07-2015,486,Open,No,No Holiday,No,2370.0,2011.25
24611,82,4,09-07-2015,862,Open,No,No Holiday,Yes,22390.0,2008.33333333
24612,83,4,09-07-2015,292,Open,No,No Holiday,Yes,2710.0,2008.58333333
24613,84,4,09-07-2015,1161,Open,No,No Holiday,Yes,11810.0,2014.66666667
24614,85,4,09-07-2015,855,Open,No,No Holiday,No,1870.0,2011.83333333
24615,86,4,09-07-2015,501,Open,No,No Holiday,Yes,480.0,2005.16666667
24616,87,4,09-07-2015,686,Open,No,No Holiday,No,560.0,2011.0
24617,88,4,09-07-2015,620,Open,No,No Holiday,No,10690.0,2005.83333333
24618,89,4,09-07-2015,626,Open,No,No Holiday,No,2380.0,2004.58333333
24619,90,4,09-07-2015,923,Open,No,No Holiday,Yes,330.0,2007.91666667
24620,91,4,09-07-2015,398,Open,No,No Holiday,No,2410.0,2008.58333333
24621,92,4,09-07-2015,494,Open,No,No Holiday,Yes,240.0,2008.58333333
24622,93,4,09-07-2015,555,Open,No,No Holiday,Yes,16690.0,2008.58333333
24623,94,4,09-07-2015,630,Open,No,No Holiday,Yes,14620.0,2008.58333333
24624,95,4,09-07-2015,709,Open,No,No Holiday,No,1890.0,2014.83333333
24625,96,4,09-07-2015,529,Open,No,No Holiday,No,8780.0,2005.16666667
24626,97,4,09-07-2015,769,Open,No,No Holiday,No,8980.0,2008.58333333
24627,98,4,09-07-2015,469,Open,No,No Holiday,Yes,15140.0,2007.0
24628,99,4,09-07-2015,458,Open,No,No Holiday,No,2030.0,2003.91666667
24629,100,4,09-07-2015,678,Open,No,No Holiday,No,17930.0,2008.58333333
24630,101,4,09-07-2015,694,Open,No,No Holiday,No,2440.0,2008.58333333
24631,102,4,09-07-2015,857,Open,No,No Holiday,Yes,150.0,2008.0
24632,103,4,09-07-2015,413,Open,No,No Holiday,No,5210.0,2015.41666667
24633,104,4,09-07-2015,1193,Open,No,No Holiday,No,390.0,2009.5
24634,105,4,09-07-2015,592,Open,No,No Holiday,No,6190.0,2008.58333333
24635,106,4,09-07-2015,878,Open,No,No Holiday,No,1390.0,2013.66666667
24636,107,4,09-07-2015,910,Open,No,No Holiday,No,1930.0,2009.75
24637,108,4,09-07-2015,887,Open,No,No Holiday,No,2190.0,2003.75
24638,109,4,09-07-2015,696,Open,No,No Holiday,No,3300.0,2010.91666667
24639,110,4,09-07-2015,609,Open,No,No Holiday,No,46590.0,2013.33333333
24640,111,4,09-07-2015,543,Open,No,No Holiday,No,7890.0,2008.58333333
24641,112,4,09-07-2015,737,Open,No,No Holiday,No,1630.0,2009.75
24642,113,4,09-07-2015,547,Open,No,No Holiday,No,20930.0,1999.91666667
24643,114,4,09-07-2015,559,Open,No,No Holiday,No,4510.0,2008.58333333
24644,115,4,09-07-2015,475,Open,No,No Holiday,No,5740.0,2007.33333333
24645,116,4,09-07-2015,696,Open,No,No Holiday,No,680.0,2013.33333333
24646,117,4,09-07-2015,456,Open,No,No Holiday,Yes,3450.0,2011.75
24647,118,4,09-07-2015,649,Open,No,No Holiday,No,3580.0,2012.75
24648,119,4,09-07-2015,598,Open,No,No Holiday,No,2100.0,2010.16666667
24649,120,4,09-07-2015,607,Open,No,No Holiday,No,2290.0,2015.0
24650,121,4,09-07-2015,437,Open,No,No Holiday,No,3570.0,2009.91666667
24651,122,4,09-07-2015,989,Open,No,No Holiday,No,58260.0,2013.33333333
24652,123,4,09-07-2015,949,Open,No,No Holiday,No,16760.0,2011.75
24653,124,4,09-07-2015,491,Open,No,No Holiday,Yes,1410.0,2003.33333333
24654,125,4,09-07-2015,1552,Open,No,No Holiday,No,760.0,2006.0
24655,126,4,09-07-2015,442,Open,No,No Holiday,Yes,3370.0,2014.83333333
24656,127,4,09-07-2015,539,Open,No,No Holiday,No,1350.0,2006.0
24657,128,4,09-07-2015,649,Open,No,No Holiday,No,2000.0,2008.58333333
24658,129,4,09-07-2015,1048,Open,No,No Holiday,No,2460.0,2008.58333333
24659,130,4,09-07-2015,551,Open,No,No Holiday,No,900.0,2008.58333333
24660,131,4,09-07-2015,480,Open,No,No Holiday,Yes,920.0,2015.58333333
24661,132,4,09-07-2015,588,Open,No,No Holiday,No,1040.0,2008.58333333
24662,133,4,09-07-2015,651,Open,No,No Holiday,No,270.0,2013.66666667
24663,134,4,09-07-2015,481,Open,No,No Holiday,No,1200.0,2008.75
24664,135,4,09-07-2015,523,Open,No,No Holiday,No,5190.0,2008.58333333
24665,136,4,09-07-2015,378,Open,No,No Holiday,No,2200.0,2011.0
24666,137,4,09-07-2015,988,Open,No,No Holiday,No,1730.0,2015.58333333
24667,138,4,09-07-2015,855,Open,No,No Holiday,No,25360.0,2014.83333333
24668,139,4,09-07-2015,523,Open,No,No Holiday,No,1700.0,2008.08333333
24669,140,4,09-07-2015,939,Open,No,No Holiday,No,1090.0,2010.58333333
24670,141,4,09-07-2015,602,Open,No,No Holiday,No,1540.0,2008.58333333
24671,142,4,09-07-2015,496,Open,No,No Holiday,Yes,1090.0,2002.58333333
24672,143,4,09-07-2015,491,Open,No,No Holiday,No,2930.0,2003.0
24673,144,4,09-07-2015,721,Open,No,No Holiday,No,16570.0,2008.58333333
24674,145,4,09-07-2015,1087,Open,No,No Holiday,No,280.0,2008.58333333
24675,146,4,09-07-2015,670,Open,No,No Holiday,Yes,8050.0,1961.83333333
24676,147,4,09-07-2015,714,Open,No,No Holiday,Yes,8540.0,2008.58333333
24677,148,4,09-07-2015,763,Open,No,No Holiday,No,2090.0,2009.0
24678,149,4,09-07-2015,501,Open,No,No Holiday,No,2610.0,2006.58333333
24679,150,4,09-07-2015,789,Open,No,No Holiday,No,31830.0,2010.25
24680,151,4,09-07-2015,633,Open,No,No Holiday,No,4360.0,2005.83333333
24681,152,4,09-07-2015,506,Open,No,No Holiday,Yes,1780.0,2008.58333333
24682,153,4,09-07-2015,517,Open,No,No Holiday,Yes,16240.0,2000.83333333
24683,154,4,09-07-2015,743,Open,No,No Holiday,No,16420.0,2008.58333333
24684,155,4,09-07-2015,544,Open,No,No Holiday,No,3050.0,2008.58333333
24685,156,4,09-07-2015,759,Open,No,No Holiday,No,2020.0,2011.16666667
24686,157,4,09-07-2015,943,Open,No,No Holiday,Yes,2950.0,2004.83333333
24687,158,4,09-07-2015,478,Open,No,No Holiday,No,11840.0,2008.58333333
24688,159,4,09-07-2015,613,Open,No,No Holiday,No,8530.0,2013.25
24689,160,4,09-07-2015,512,Open,No,No Holiday,No,17110.0,2005.91666667
24690,161,4,09-07-2015,705,Open,No,No Holiday,Yes,2970.0,2005.25
24691,162,4,09-07-2015,487,Open,No,No Holiday,No,5340.0,2012.25
24692,163,4,09-07-2015,762,Open,No,No Holiday,No,1480.0,2009.33333333
24693,164,4,09-07-2015,558,Open,No,No Holiday,No,1160.0,2005.75
24694,165,4,09-07-2015,387,Open,No,No Holiday,No,3720.0,2005.33333333
24695,166,4,09-07-2015,766,Open,No,No Holiday,Yes,100.0,2014.33333333
24696,167,4,09-07-2015,1068,Open,No,No Holiday,No,140.0,2008.33333333
24697,168,4,09-07-2015,768,Open,No,No Holiday,No,12540.0,2008.58333333
24698,169,4,09-07-2015,531,Open,No,No Holiday,Yes,980.0,2014.58333333
24699,170,4,09-07-2015,410,Open,No,No Holiday,Yes,1070.0,2015.41666667
24700,171,4,09-07-2015,752,Open,No,No Holiday,Yes,2640.0,2008.58333333
24701,172,4,09-07-2015,812,Open,No,No Holiday,No,110.0,2008.58333333
24702,173,4,09-07-2015,940,Open,No,No Holiday,No,350.0,2013.0
24703,174,4,09-07-2015,439,Open,No,No Holiday,No,13090.0,2008.58333333
24704,175,4,09-07-2015,609,Open,No,No Holiday,No,4130.0,2008.58333333
24705,176,4,09-07-2015,536,Open,No,No Holiday,Yes,3770.0,2008.58333333
24706,177,4,09-07-2015,512,Open,No,No Holiday,No,1250.0,2004.16666667
24707,178,4,09-07-2015,939,Open,No,No Holiday,No,1710.0,2008.58333333
24708,179,4,09-07-2015,875,Open,No,No Holiday,Yes,480.0,2008.58333333
24709,180,4,09-07-2015,783,Open,No,No Holiday,No,5800.0,2010.75
24710,181,4,09-07-2015,631,Open,No,No Holiday,No,12610.0,2013.25
24711,182,4,09-07-2015,341,Open,No,No Holiday,No,1390.0,2008.58333333
24712,183,4,09-07-2015,629,Open,No,No Holiday,No,9670.0,2008.58333333
24713,184,4,09-07-2015,489,Open,No,No Holiday,Yes,3560.0,2008.58333333
24714,185,4,09-07-2015,497,Open,No,No Holiday,No,1860.0,2015.41666667
24715,186,4,09-07-2015,356,Open,No,No Holiday,No,290.0,2011.83333333
24716,187,4,09-07-2015,640,Open,No,No Holiday,No,19360.0,2008.58333333
24717,188,4,09-07-2015,424,Open,No,No Holiday,No,850.0,2008.58333333
24718,189,4,09-07-2015,802,Open,No,No Holiday,No,5760.0,2014.58333333
24719,190,4,09-07-2015,665,Open,No,No Holiday,No,1470.0,2007.0
24720,191,4,09-07-2015,619,Open,No,No Holiday,No,1100.0,2013.66666667
24721,192,4,09-07-2015,737,Open,No,No Holiday,No,2770.0,2008.25
24722,193,4,09-07-2015,601,Open,No,No Holiday,No,520.0,2008.58333333
24723,194,4,09-07-2015,392,Open,No,No Holiday,No,16970.0,2008.58333333
24724,195,4,09-07-2015,1135,Open,No,No Holiday,Yes,220.0,2008.58333333
24725,196,4,09-07-2015,668,Open,No,No Holiday,No,3850.0,2005.91666667
24726,197,4,09-07-2015,633,Open,No,No Holiday,No,4210.0,2015.25
24727,198,4,09-07-2015,293,Open,No,No Holiday,No,290.0,2002.75
24728,199,4,09-07-2015,562,Open,No,No Holiday,No,6360.0,2011.0
24729,200,4,09-07-2015,850,Open,No,No Holiday,Yes,1650.0,2000.83333333
24730,201,4,09-07-2015,407,Open,No,No Holiday,Yes,20260.0,2008.58333333
24731,202,4,09-07-2015,508,Open,No,No Holiday,No,5140.0,2010.41666667
24732,203,4,09-07-2015,873,Open,No,No Holiday,No,490.0,2002.91666667
24733,204,4,09-07-2015,510,Open,No,No Holiday,No,5630.0,2003.0
24734,205,4,09-07-2015,778,Open,No,No Holiday,No,110.0,2008.0
24735,206,4,09-07-2015,835,Open,No,No Holiday,Yes,380.0,2008.58333333
24736,207,4,09-07-2015,1220,Open,No,No Holiday,No,6870.0,2008.58333333
24737,208,4,09-07-2015,362,Open,No,No Holiday,No,300.0,2006.33333333
24738,209,4,09-07-2015,772,Open,No,No Holiday,No,11680.0,2011.75
24739,210,4,09-07-2015,292,Open,No,No Holiday,No,970.0,1999.91666667
24740,211,4,09-07-2015,1589,Open,No,No Holiday,No,350.0,2006.91666667
24741,212,4,09-07-2015,421,Open,No,No Holiday,No,15050.0,2008.75
24742,213,4,09-07-2015,548,Open,No,No Holiday,Yes,4030.0,2014.25
24743,214,4,09-07-2015,541,Open,No,No Holiday,Yes,8650.0,2013.58333333
24744,215,4,09-07-2015,374,Open,No,No Holiday,No,150.0,2008.58333333
24745,216,4,09-07-2015,755,Open,No,No Holiday,Yes,190.0,2008.58333333
24746,217,4,09-07-2015,630,Open,No,No Holiday,No,3150.0,2008.58333333
24747,218,4,09-07-2015,721,Open,No,No Holiday,No,640.0,2008.58333333
24748,219,4,09-07-2015,369,Open,No,No Holiday,Yes,1640.0,2013.16666667
24749,220,4,09-07-2015,597,Open,No,No Holiday,Yes,1000.0,2008.75
24750,221,4,09-07-2015,535,Open,No,No Holiday,No,13530.0,2013.75
24751,222,4,09-07-2015,516,Open,No,No Holiday,No,2170.0,2008.91666667
24752,223,4,09-07-2015,636,Open,No,No Holiday,No,2920.0,1995.83333333
24753,224,4,09-07-2015,491,Open,No,No Holiday,No,7930.0,2008.58333333
24754,225,4,09-07-2015,576,Open,No,No Holiday,No,10180.0,2015.41666667
24755,226,4,09-07-2015,644,Open,No,No Holiday,No,450.0,2008.58333333
24756,227,4,09-07-2015,495,Open,No,No Holiday,Yes,2370.0,2008.58333333
24757,228,4,09-07-2015,555,Open,No,No Holiday,Yes,10800.0,2008.58333333
24758,229,4,09-07-2015,696,Open,No,No Holiday,No,17410.0,2007.33333333
24759,230,4,09-07-2015,931,Open,No,No Holiday,No,6680.0,2013.75
24760,231,4,09-07-2015,352,Open,No,No Holiday,No,3840.0,2008.83333333
24761,232,4,09-07-2015,312,Open,No,No Holiday,No,13570.0,2010.41666667
24762,233,4,09-07-2015,983,Open,No,No Holiday,No,1890.0,2008.58333333
24763,234,4,09-07-2015,886,Open,No,No Holiday,Yes,4370.0,2008.58333333
24764,235,4,09-07-2015,412,Open,No,No Holiday,No,5710.0,2012.25
24765,236,4,09-07-2015,813,Open,No,No Holiday,No,1000.0,2007.91666667
24766,237,4,09-07-2015,605,Open,No,No Holiday,No,1420.0,2007.91666667
24767,238,4,09-07-2015,969,Open,No,No Holiday,Yes,320.0,2008.58333333
24768,239,4,09-07-2015,444,Open,No,No Holiday,Yes,610.0,2008.58333333
24769,240,4,09-07-2015,441,Open,No,No Holiday,No,1110.0,2009.41666667
24770,241,4,09-07-2015,607,Open,No,No Holiday,Yes,780.0,2008.58333333
24771,242,4,09-07-2015,328,Open,No,No Holiday,No,6880.0,2001.75
24772,243,4,09-07-2015,797,Open,No,No Holiday,No,310.0,2008.58333333
24773,244,4,09-07-2015,370,Open,No,No Holiday,Yes,710.0,2012.25
24774,245,4,09-07-2015,1021,Open,No,No Holiday,No,1310.0,2008.58333333
24775,246,4,09-07-2015,834,Open,No,No Holiday,No,4660.0,2013.33333333
24776,247,4,09-07-2015,555,Open,No,No Holiday,No,70.0,2010.91666667
24777,248,4,09-07-2015,1043,Open,No,No Holiday,No,340.0,2012.75
24778,249,4,09-07-2015,547,Open,No,No Holiday,No,18010.0,2014.75
24779,250,4,09-07-2015,539,Open,No,No Holiday,No,3520.0,2008.58333333
24780,251,4,09-07-2015,2268,Open,No,No Holiday,Yes,340.0,2008.58333333
24781,252,4,09-07-2015,676,Open,No,No Holiday,Yes,22330.0,2008.58333333
24782,253,4,09-07-2015,584,Open,No,No Holiday,Yes,250.0,2008.58333333
24783,254,4,09-07-2015,195,Open,No,No Holiday,No,330.0,2008.25
24784,255,4,09-07-2015,496,Open,No,No Holiday,Yes,4630.0,2011.25
24785,256,4,09-07-2015,896,Open,No,No Holiday,Yes,80.0,2005.75
24786,257,4,09-07-2015,571,Open,No,No Holiday,No,420.0,2013.0
24787,258,4,09-07-2015,527,Open,No,No Holiday,No,27190.0,2010.58333333
24788,259,4,09-07-2015,2528,Open,No,No Holiday,No,210.0,2008.58333333
24789,260,4,09-07-2015,877,Open,No,No Holiday,No,540.0,2011.83333333
24790,261,4,09-07-2015,948,Open,No,No Holiday,No,15340.0,2015.33333333
24791,262,4,09-07-2015,3114,Open,No,No Holiday,No,1180.0,2013.41666667
24792,263,4,09-07-2015,322,Open,No,No Holiday,No,1140.0,2013.41666667
24793,264,4,09-07-2015,763,Open,No,No Holiday,No,180.0,2014.25
24794,265,4,09-07-2015,506,Open,No,No Holiday,No,4580.0,2008.58333333
24795,266,4,09-07-2015,499,Open,No,No Holiday,No,360.0,2014.25
24796,267,4,09-07-2015,1361,Open,No,No Holiday,No,2460.0,2012.08333333
24797,268,4,09-07-2015,502,Open,No,No Holiday,No,4520.0,2014.16666667
24798,269,4,09-07-2015,914,Open,No,No Holiday,Yes,60.0,2015.5
24799,270,4,09-07-2015,1163,Open,No,No Holiday,No,1450.0,2014.58333333
24800,271,4,09-07-2015,770,Open,No,No Holiday,No,420.0,2008.58333333
24801,272,4,09-07-2015,610,Open,No,No Holiday,No,16180.0,2003.58333333
24802,273,4,09-07-2015,648,Open,No,No Holiday,Yes,8480.0,2008.58333333
24803,274,4,09-07-2015,1242,Open,No,No Holiday,No,3640.0,2008.58333333
24804,275,4,09-07-2015,558,Open,No,No Holiday,No,300.0,2014.41666667
24805,276,4,09-07-2015,497,Open,No,No Holiday,No,2960.0,2014.83333333
24806,277,4,09-07-2015,432,Open,No,No Holiday,No,7840.0,2008.58333333
24807,278,4,09-07-2015,809,Open,No,No Holiday,No,9260.0,2010.16666667
24808,279,4,09-07-2015,558,Open,No,No Holiday,No,2320.0,2008.58333333
24809,280,4,09-07-2015,517,Open,No,No Holiday,No,18640.0,2013.75
24810,281,4,09-07-2015,576,Open,No,No Holiday,No,6970.0,2011.75
24811,282,4,09-07-2015,638,Open,No,No Holiday,No,1220.0,2011.0
24812,283,4,09-07-2015,657,Open,No,No Holiday,No,2260.0,2008.58333333
24813,284,4,09-07-2015,341,Open,No,No Holiday,No,1290.0,2008.58333333
24814,285,4,09-07-2015,442,Open,No,No Holiday,No,2410.0,2008.58333333
24815,286,4,09-07-2015,380,Open,No,No Holiday,No,1460.0,2015.33333333
24816,287,4,09-07-2015,750,Open,No,No Holiday,No,2740.0,2009.41666667
24817,288,4,09-07-2015,373,Open,No,No Holiday,No,800.0,2008.58333333
24818,289,4,09-07-2015,480,Open,No,No Holiday,No,6540.0,2008.0
24819,290,4,09-07-2015,642,Open,No,No Holiday,Yes,4150.0,2001.41666667
24820,291,4,09-07-2015,828,Open,No,No Holiday,No,,2008.58333333
24821,292,4,09-07-2015,496,Open,No,No Holiday,No,1100.0,2009.5
24822,293,4,09-07-2015,759,Open,No,No Holiday,No,140.0,2007.91666667
24823,294,4,09-07-2015,775,Open,No,No Holiday,No,3150.0,2005.41666667
24824,295,4,09-07-2015,729,Open,No,No Holiday,No,210.0,2000.91666667
24825,296,4,09-07-2015,753,Open,No,No Holiday,No,9580.0,2007.41666667
24826,297,4,09-07-2015,717,Open,No,No Holiday,No,2300.0,2010.75
24827,298,4,09-07-2015,642,Open,No,No Holiday,No,19840.0,2009.58333333
24828,299,4,09-07-2015,820,Open,No,No Holiday,No,38630.0,2012.75
24829,300,4,09-07-2015,773,Open,No,No Holiday,No,120.0,2009.33333333
24830,301,4,09-07-2015,524,Open,No,No Holiday,No,4510.0,2015.25
24831,302,4,09-07-2015,271,Open,No,No Holiday,No,2190.0,2008.0
24832,303,4,09-07-2015,606,Open,No,No Holiday,Yes,15430.0,2012.91666667
24833,304,4,09-07-2015,931,Open,No,No Holiday,No,1950.0,2015.58333333
24834,305,4,09-07-2015,473,Open,No,No Holiday,No,2470.0,2005.16666667
24835,306,4,09-07-2015,438,Open,No,No Holiday,No,5100.0,2007.33333333
24836,307,4,09-07-2015,349,Open,No,No Holiday,No,18660.0,2002.75
24837,308,4,09-07-2015,841,Open,No,No Holiday,Yes,1070.0,2007.0
24838,309,4,09-07-2015,588,Open,No,No Holiday,Yes,8740.0,2008.58333333
24839,310,4,09-07-2015,783,Open,No,No Holiday,No,2290.0,2008.58333333
24840,311,4,09-07-2015,780,Open,No,No Holiday,No,680.0,2005.58333333
24841,312,4,09-07-2015,544,Open,No,No Holiday,No,11300.0,2012.25
24842,313,4,09-07-2015,718,Open,No,No Holiday,No,14160.0,2008.58333333
24843,314,4,09-07-2015,540,Open,No,No Holiday,Yes,3560.0,2001.83333333
24844,315,4,09-07-2015,487,Open,No,No Holiday,No,38710.0,2013.33333333
24845,316,4,09-07-2015,876,Open,No,No Holiday,Yes,9000.0,2001.66666667
24846,317,4,09-07-2015,517,Open,No,No Holiday,No,3140.0,2013.58333333
24847,318,4,09-07-2015,706,Open,No,No Holiday,No,32330.0,2014.25
24848,319,4,09-07-2015,723,Open,No,No Holiday,No,570.0,2012.75
24849,320,4,09-07-2015,2090,Open,No,No Holiday,No,210.0,2012.75
24850,321,4,09-07-2015,544,Open,No,No Holiday,No,8140.0,2013.91666667
24851,322,4,09-07-2015,627,Open,No,No Holiday,No,17500.0,2001.33333333
24852,323,4,09-07-2015,611,Open,No,No Holiday,No,8400.0,2012.33333333
24853,324,4,09-07-2015,657,Open,No,No Holiday,No,13140.0,2008.58333333
24854,325,4,09-07-2015,803,Open,No,No Holiday,Yes,350.0,2011.25
24855,326,4,09-07-2015,387,Open,No,No Holiday,No,10070.0,2015.41666667
24856,327,4,09-07-2015,883,Open,No,No Holiday,No,1390.0,2005.0
24857,328,4,09-07-2015,459,Open,No,No Holiday,Yes,3130.0,2002.58333333
24858,329,4,09-07-2015,574,Open,No,No Holiday,Yes,1310.0,1990.5
24859,330,4,09-07-2015,372,Open,No,No Holiday,Yes,370.0,2008.58333333
24860,331,4,09-07-2015,762,Open,No,No Holiday,No,670.0,2008.58333333
24861,332,4,09-07-2015,488,Open,No,No Holiday,No,1840.0,2006.25
24862,333,4,09-07-2015,1286,Open,No,No Holiday,No,3720.0,2010.16666667
24863,334,4,09-07-2015,500,Open,No,No Holiday,Yes,4040.0,2008.66666667
24864,335,4,09-07-2015,2258,Open,No,No Holiday,Yes,90.0,2008.58333333
24865,336,4,09-07-2015,1761,Open,No,No Holiday,No,190.0,2014.58333333
24866,337,4,09-07-2015,378,Open,No,No Holiday,No,10600.0,2005.58333333
24867,338,4,09-07-2015,543,Open,No,No Holiday,No,1590.0,2008.58333333
24868,339,4,09-07-2015,672,Open,No,No Holiday,No,2280.0,2008.58333333
24869,340,4,09-07-2015,655,Open,No,No Holiday,No,8080.0,2008.58333333
24870,341,4,09-07-2015,654,Open,No,No Holiday,Yes,190.0,2011.75
24871,342,4,09-07-2015,753,Open,No,No Holiday,No,15770.0,2008.58333333
24872,343,4,09-07-2015,698,Open,No,No Holiday,Yes,18650.0,2004.33333333
24873,344,4,09-07-2015,1090,Open,No,No Holiday,No,300.0,2011.33333333
24874,345,4,09-07-2015,454,Open,No,No Holiday,No,120.0,2008.58333333
24875,346,4,09-07-2015,625,Open,No,No Holiday,Yes,8090.0,2008.58333333
24876,347,4,09-07-2015,407,Open,No,No Holiday,No,9360.0,2013.58333333
24877,348,4,09-07-2015,732,Open,No,No Holiday,No,16490.0,2008.58333333
24878,349,4,09-07-2015,861,Open,No,No Holiday,No,1490.0,2009.33333333
24879,350,4,09-07-2015,476,Open,No,No Holiday,No,8880.0,2008.58333333
24880,351,4,09-07-2015,453,Open,No,No Holiday,Yes,5290.0,2012.91666667
24881,352,4,09-07-2015,610,Open,No,No Holiday,No,6360.0,2008.58333333
24882,353,4,09-07-2015,1531,Open,No,No Holiday,No,900.0,2008.58333333
24883,354,4,09-07-2015,613,Open,No,No Holiday,Yes,1500.0,2005.83333333
24884,355,4,09-07-2015,1177,Open,No,No Holiday,No,9720.0,2013.66666667
24885,356,4,09-07-2015,421,Open,No,No Holiday,No,8970.0,2008.0
24886,357,4,09-07-2015,949,Open,No,No Holiday,No,2060.0,2008.83333333
24887,358,4,09-07-2015,934,Open,No,No Holiday,Yes,2890.0,2003.83333333
24888,359,4,09-07-2015,489,Open,No,No Holiday,No,4370.0,2008.58333333
24889,360,4,09-07-2015,687,Open,No,No Holiday,No,2040.0,2007.5
24890,361,4,09-07-2015,598,Open,No,No Holiday,No,4490.0,2014.41666667
24891,362,4,09-07-2015,1054,Open,No,No Holiday,No,340.0,2008.58333333
24892,363,4,09-07-2015,953,Open,No,No Holiday,No,250.0,2009.75
24893,364,4,09-07-2015,639,Open,No,No Holiday,No,13620.0,2008.58333333
24894,365,4,09-07-2015,535,Open,No,No Holiday,No,2410.0,2008.58333333
24895,366,4,09-07-2015,559,Open,No,No Holiday,No,6470.0,2005.0
24896,367,4,09-07-2015,512,Open,No,No Holiday,No,2640.0,2012.75
24897,368,4,09-07-2015,616,Open,No,No Holiday,No,1450.0,2005.33333333
24898,369,4,09-07-2015,505,Open,No,No Holiday,No,5870.0,2014.33333333
24899,370,4,09-07-2015,614,Open,No,No Holiday,Yes,8250.0,2000.83333333
24900,371,4,09-07-2015,473,Open,No,No Holiday,No,1970.0,2009.58333333
24901,372,4,09-07-2015,712,Open,No,No Holiday,Yes,4880.0,2010.66666667
24902,373,4,09-07-2015,289,Open,No,No Holiday,No,11120.0,2008.58333333
24903,374,4,09-07-2015,769,Open,No,No Holiday,No,1150.0,2007.75
24904,375,4,09-07-2015,706,Open,No,No Holiday,No,15710.0,2013.16666667
24905,376,4,09-07-2015,824,Open,No,No Holiday,No,160.0,2012.66666667
24906,377,4,09-07-2015,1016,Open,No,No Holiday,No,100.0,2010.5
24907,378,4,09-07-2015,973,Open,No,No Holiday,Yes,2140.0,2012.66666667
24908,379,4,09-07-2015,448,Open,No,No Holiday,No,6630.0,2008.58333333
24909,380,4,09-07-2015,1166,Open,No,No Holiday,Yes,2240.0,2013.41666667
24910,381,4,09-07-2015,975,Open,No,No Holiday,No,1800.0,2006.91666667
24911,382,4,09-07-2015,633,Open,No,No Holiday,No,26130.0,2002.91666667
24912,383,4,09-07-2015,2066,Open,No,No Holiday,No,350.0,2008.58333333
24913,384,4,09-07-2015,1150,Open,No,No Holiday,No,130.0,2008.58333333
24914,385,4,09-07-2015,499,Open,No,No Holiday,No,4580.0,2007.75
24915,386,4,09-07-2015,497,Open,No,No Holiday,Yes,1460.0,2014.33333333
24916,387,4,09-07-2015,1063,Open,No,No Holiday,Yes,210.0,2008.58333333
24917,388,4,09-07-2015,979,Open,No,No Holiday,Yes,2260.0,2008.58333333
24918,389,4,09-07-2015,1340,Open,No,No Holiday,No,6690.0,2011.66666667
24919,390,4,09-07-2015,893,Open,No,No Holiday,No,1600.0,2009.33333333
24920,391,4,09-07-2015,610,Open,No,No Holiday,Yes,460.0,2014.91666667
